adduser	3.137ubuntu1
ros-jazzy-actuator-msgs	0.0.1-4noble.20260612.092556
ros-jazzy-ament-cmake	2.5.6-2noble.20260305.203904
ros-jazzy-ament-cmake-auto	2.5.6-2noble.20260305.211009
ros-jazzy-ament-cmake-copyright	0.17.5-1noble.20260411.113359
ros-jazzy-ament-cmake-core	2.5.6-2noble.20260224.191051
ros-jazzy-ament-cmake-cppcheck	0.17.5-1noble.20260410.225507
ros-jazzy-ament-cmake-cpplint	0.17.5-1noble.20260410.225517
ros-jazzy-ament-cmake-export-definitions	2.5.6-2noble.20260225.111647
ros-jazzy-ament-cmake-export-dependencies	2.5.6-2noble.20260225.121204
ros-jazzy-ament-cmake-export-include-directories	2.5.6-2noble.20260305.195340
ros-jazzy-ament-cmake-export-interfaces	2.5.6-2noble.20260225.115659
ros-jazzy-ament-cmake-export-libraries	2.5.6-2noble.20260225.114045
ros-jazzy-ament-cmake-export-link-flags	2.5.6-2noble.20260305.195440
ros-jazzy-ament-cmake-export-targets	2.5.6-2noble.20260225.115837
ros-jazzy-ament-cmake-flake8	0.17.5-1noble.20260411.114519
ros-jazzy-ament-cmake-gen-version-h	2.5.6-2noble.20260225.114201
ros-jazzy-ament-cmake-gmock	2.5.6-2noble.20260225.232840
ros-jazzy-ament-cmake-gtest	2.5.6-2noble.20260225.230858
ros-jazzy-ament-cmake-include-directories	2.5.6-2noble.20260225.114255
ros-jazzy-ament-cmake-libraries	2.5.6-2noble.20260225.115526
ros-jazzy-ament-cmake-lint-cmake	0.17.5-1noble.20260411.112818
ros-jazzy-ament-cmake-pep257	0.17.5-1noble.20260411.115523
ros-jazzy-ament-cmake-pytest	2.5.6-2noble.20260225.124454
ros-jazzy-ament-cmake-python	2.5.6-2noble.20260225.115526
ros-jazzy-ament-cmake-ros	0.12.1-1noble.20260603.145943
ros-jazzy-ament-cmake-target-dependencies	2.5.6-2noble.20260225.121314
ros-jazzy-ament-cmake-test	2.5.6-2noble.20260225.121319
ros-jazzy-ament-cmake-uncrustify	0.17.5-1noble.20260411.113331
ros-jazzy-ament-cmake-version	2.5.6-2noble.20260225.115526
ros-jazzy-ament-cmake-xmllint	0.17.5-1noble.20260411.115523
ros-jazzy-ament-copyright	0.17.5-1noble.20260410.225542
ros-jazzy-ament-cppcheck	0.17.5-1noble.20260410.080852
ros-jazzy-ament-cpplint	0.17.5-1noble.20260410.080931
ros-jazzy-ament-flake8	0.17.5-1noble.20260411.112228
ros-jazzy-ament-index-cpp	1.8.4-1noble.20260519.010814
ros-jazzy-ament-index-python	1.8.4-1noble.20260519.010838
ros-jazzy-ament-lint	0.17.5-1noble.20260410.080953
ros-jazzy-ament-lint-auto	0.17.5-1noble.20260410.081016
ros-jazzy-ament-lint-cmake	0.17.5-1noble.20260410.125655
ros-jazzy-ament-lint-common	0.17.5-1noble.20260411.120318
ros-jazzy-ament-package	0.16.5-1noble.20260121.175232
ros-jazzy-ament-pep257	0.17.5-1noble.20260411.112251
ros-jazzy-ament-uncrustify	0.17.5-1noble.20260410.225047
ros-jazzy-ament-xmllint	0.17.5-1noble.20260411.112313
ros-jazzy-angles	1.16.1-1noble.20260305.211211
ros-jazzy-backward-ros	1.0.8-1noble.20260225.223902
ros-jazzy-behaviortree-cpp	4.9.0-1noble.20260612.122100
ros-jazzy-bond	4.2.0-1noble.20260612.053908
ros-jazzy-bondcpp	4.2.0-1noble.20260612.120806
ros-jazzy-builtin-interfaces	2.0.4-1noble.20260612.051853
ros-jazzy-class-loader	2.7.1-1noble.20260603.150816
ros-jazzy-common-interfaces	5.3.8-1noble.20260612.090713
ros-jazzy-composition-interfaces	2.0.4-1noble.20260612.092230
ros-jazzy-console-bridge-vendor	1.7.2-1noble.20260603.145621
ros-jazzy-control-msgs	5.9.0-1noble.20260612.083143
ros-jazzy-control-toolbox	4.11.0-1noble.20260614.074413
ros-jazzy-controller-interface	4.45.2-1noble.20260612.130228
ros-jazzy-costmap-queue	1.3.12-1noble.20260614.103450
ros-jazzy-cv-bridge	4.1.0-1noble.20260612.114100
ros-jazzy-diagnostic-msgs	5.3.8-1noble.20260612.081536
ros-jazzy-diagnostic-updater	4.2.7-1noble.20260612.100858
ros-jazzy-diff-drive-controller	4.40.1-1noble.20260614.101845
ros-jazzy-domain-coordinator	0.12.1-1noble.20260603.145652
ros-jazzy-dwb-core	1.3.12-1noble.20260614.095733
ros-jazzy-dwb-critics	1.3.12-1noble.20260614.103737
ros-jazzy-dwb-msgs	1.3.12-1noble.20260612.084808
ros-jazzy-dwb-plugins	1.3.12-1noble.20260614.102610
ros-jazzy-eigen3-cmake-module	0.3.1-1noble.20260603.145848
ros-jazzy-fastcdr	2.2.7-1noble.20260225.225058
ros-jazzy-fastrtps	2.14.6-1noble.20260303.223942
ros-jazzy-fastrtps-cmake-module	3.6.4-1noble.20260603.150028
ros-jazzy-filters	2.2.2-1noble.20260612.122522
ros-jazzy-foonathan-memory-vendor	1.3.1-3noble.20260225.225339
ros-jazzy-foxglove-bridge	3.4.1-1noble.20260612.130454
ros-jazzy-generate-parameter-library	0.7.3-1noble.20260612.124157
ros-jazzy-generate-parameter-library-py	0.7.3-1noble.20260514.121849
ros-jazzy-geographic-msgs	1.0.6-2noble.20260612.081003
ros-jazzy-geometry-msgs	5.3.8-1noble.20260612.060310
ros-jazzy-geometry2	0.36.21-1noble.20260614.080307
ros-jazzy-gmock-vendor	1.14.9000-2noble.20260225.231553
ros-jazzy-gps-msgs	2.1.2-1noble.20260612.060310
ros-jazzy-gtest-vendor	1.14.9000-2noble.20260225.225707
ros-jazzy-gz-cmake-vendor	0.0.11-1noble.20260225.124345
ros-jazzy-gz-common-vendor	0.0.9-1noble.20260422.181330
ros-jazzy-gz-dartsim-vendor	0.0.3-1noble.20260305.214301
ros-jazzy-gz-fuel-tools-vendor	0.0.6-1noble.20260422.182935
ros-jazzy-gz-gui-vendor	0.0.5-1noble.20260422.185303
ros-jazzy-gz-math-vendor	0.0.9-1noble.20260422.164834
ros-jazzy-gz-msgs-vendor	0.0.6-1noble.20260422.181330
ros-jazzy-gz-ogre-next-vendor	0.0.5-1noble.20260305.214254
ros-jazzy-gz-physics-vendor	0.0.7-1noble.20260604.221416
ros-jazzy-gz-plugin-vendor	0.0.5-1noble.20260225.131206
ros-jazzy-gz-rendering-vendor	0.0.7-1noble.20260422.182442
ros-jazzy-gz-sensors-vendor	0.0.6-1noble.20260604.221407
ros-jazzy-gz-sim-vendor	0.0.10-1noble.20260605.052554
ros-jazzy-gz-tools-vendor	0.0.7-1noble.20260225.130014
ros-jazzy-gz-transport-vendor	0.0.7-1noble.20260422.182952
ros-jazzy-gz-utils-vendor	0.0.5-1noble.20260225.125927
ros-jazzy-hardware-interface	4.45.2-1noble.20260612.124024
ros-jazzy-image-transport	5.1.8-1noble.20260614.051231
ros-jazzy-interactive-markers	2.5.5-1noble.20260614.095706
ros-jazzy-joint-limits	4.45.2-1noble.20260612.120622
ros-jazzy-joint-state-broadcaster	4.40.1-1noble.20260612.131137
ros-jazzy-joint-state-publisher	2.4.1-1noble.20260612.132656
ros-jazzy-joy	3.3.0-3noble.20260612.111620
ros-jazzy-kdl-parser	2.11.0-3noble.20260604.174910
ros-jazzy-keyboard-handler	0.3.2-1noble.20260305.214544
ros-jazzy-laser-geometry	2.7.2-1noble.20260612.100954
ros-jazzy-launch	3.4.11-1noble.20260603.145505
ros-jazzy-launch-ros	0.26.12-1noble.20260612.133411
ros-jazzy-launch-testing	3.4.11-1noble.20260603.145921
ros-jazzy-launch-testing-ament-cmake	3.4.11-1noble.20260603.150105
ros-jazzy-launch-testing-ros	0.26.12-1noble.20260612.161624
ros-jazzy-launch-xml	3.4.11-1noble.20260603.145746
ros-jazzy-launch-yaml	3.4.11-1noble.20260603.145754
ros-jazzy-libcurl-vendor	3.4.4-1noble.20260305.214736
ros-jazzy-liblz4-vendor	0.26.11-1noble.20260603.145530
ros-jazzy-libstatistics-collector	1.7.4-1noble.20260612.095552
ros-jazzy-libyaml-vendor	1.6.4-2noble.20260603.145652
ros-jazzy-lifecycle-msgs	2.0.4-1noble.20260612.060410
ros-jazzy-map-msgs	2.4.1-2noble.20260612.084659
ros-jazzy-marine-acoustic-msgs	2.1.0-2noble.20260612.084549
ros-jazzy-mcap-vendor	0.26.11-1noble.20260604.093033
ros-jazzy-message-filters	4.11.17-1noble.20260614.050915
ros-jazzy-nav-2d-msgs	1.3.12-1noble.20260612.084633
ros-jazzy-nav-2d-utils	1.3.12-1noble.20260614.095312
ros-jazzy-nav-msgs	5.3.8-1noble.20260612.082120
ros-jazzy-nav2-amcl	1.3.12-1noble.20260614.075224
ros-jazzy-nav2-behavior-tree	1.3.12-1noble.20260614.075451
ros-jazzy-nav2-behaviors	1.3.12-1noble.20260614.095313
ros-jazzy-nav2-bringup	1.3.12-1noble.20260615.095620
ros-jazzy-nav2-bt-navigator	1.3.12-1noble.20260614.082455
ros-jazzy-nav2-collision-monitor	1.3.12-1noble.20260614.080819
ros-jazzy-nav2-common	1.3.12-1noble.20260612.161656
ros-jazzy-nav2-constrained-smoother	1.3.12-1noble.20260614.102802
ros-jazzy-nav2-controller	1.3.12-1noble.20260614.102844
ros-jazzy-nav2-core	1.3.12-1noble.20260614.082157
ros-jazzy-nav2-costmap-2d	1.3.12-1noble.20260614.075323
ros-jazzy-nav2-dwb-controller	1.3.12-1noble.20260615.082603
ros-jazzy-nav2-graceful-controller	1.3.12-1noble.20260614.095754
ros-jazzy-nav2-lifecycle-manager	1.3.12-1noble.20260614.095313
ros-jazzy-nav2-map-server	1.3.12-1noble.20260614.103023
ros-jazzy-nav2-minimal-tb3-sim	1.0.1-1noble.20260614.084159
ros-jazzy-nav2-minimal-tb4-description	1.0.1-1noble.20260614.092213
ros-jazzy-nav2-minimal-tb4-sim	1.0.1-1noble.20260614.092522
ros-jazzy-nav2-mppi-controller	1.3.12-1noble.20260614.082708
ros-jazzy-nav2-msgs	1.3.12-1noble.20260612.162307
ros-jazzy-nav2-navfn-planner	1.3.12-1noble.20260614.083041
ros-jazzy-nav2-planner	1.3.12-1noble.20260614.083147
ros-jazzy-nav2-regulated-pure-pursuit-controller	1.3.12-1noble.20260614.095312
ros-jazzy-nav2-rotation-shim-controller	1.3.12-1noble.20260614.103424
ros-jazzy-nav2-route	1.3.12-1noble.20260614.083322
ros-jazzy-nav2-rviz-plugins	1.3.12-1noble.20260614.105134
ros-jazzy-nav2-simple-commander	1.3.12-1noble.20260612.163820
ros-jazzy-nav2-smac-planner	1.3.12-1noble.20260614.083338
ros-jazzy-nav2-smoother	1.3.12-1noble.20260614.102914
ros-jazzy-nav2-theta-star-planner	1.3.12-1noble.20260614.083440
ros-jazzy-nav2-util	1.3.12-1noble.20260614.074750
ros-jazzy-nav2-velocity-smoother	1.3.12-1noble.20260614.103113
ros-jazzy-nav2-voxel-grid	1.3.12-1noble.20260612.161953
ros-jazzy-nav2-waypoint-follower	1.3.12-1noble.20260614.082453
ros-jazzy-navigation2	1.3.12-1noble.20260615.092426
ros-jazzy-ompl	1.7.0-2noble.20260305.224900
ros-jazzy-opennav-docking	1.3.12-1noble.20260614.103430
ros-jazzy-opennav-docking-bt	1.3.12-1noble.20260614.102947
ros-jazzy-opennav-docking-core	1.3.12-1noble.20260614.103147
ros-jazzy-orocos-kdl-vendor	0.5.2-1noble.20260603.150050
ros-jazzy-osrf-pycommon	2.1.7-1noble.20260305.201653
ros-jazzy-pal-statistics	2.7.0-1noble.20260612.120645
ros-jazzy-pal-statistics-msgs	2.7.0-1noble.20260612.090016
ros-jazzy-parameter-traits	0.7.3-1noble.20260612.123910
ros-jazzy-pluginlib	5.4.5-1noble.20260604.172545
ros-jazzy-point-cloud-transport	4.0.8-1noble.20260614.051508
ros-jazzy-pybind11-vendor	3.1.3-1noble.20260305.220146
ros-jazzy-python-cmake-module	0.11.1-2noble.20260305.220219
ros-jazzy-python-orocos-kdl-vendor	0.5.2-1noble.20260603.150415
ros-jazzy-rcl	9.2.11-1noble.20260612.094928
ros-jazzy-rcl-action	9.2.11-1noble.20260612.095238
ros-jazzy-rcl-interfaces	2.0.4-1noble.20260612.091447
ros-jazzy-rcl-lifecycle	9.2.11-1noble.20260612.095339
ros-jazzy-rcl-logging-interface	3.1.1-1noble.20260604.171824
ros-jazzy-rcl-logging-spdlog	3.1.1-1noble.20260604.172137
ros-jazzy-rcl-yaml-param-parser	9.2.11-1noble.20260612.050815
ros-jazzy-rclcpp	28.1.21-1noble.20260612.095833
ros-jazzy-rclcpp-action	28.1.21-1noble.20260612.100837
ros-jazzy-rclcpp-components	28.1.21-1noble.20260612.102635
ros-jazzy-rclcpp-lifecycle	28.1.21-1noble.20260612.120153
ros-jazzy-rclpy	7.1.11-1noble.20260612.095634
ros-jazzy-rcpputils	2.11.4-1noble.20260603.150554
ros-jazzy-rcutils	6.7.6-1noble.20260603.150149
ros-jazzy-realtime-tools	3.11.0-1noble.20260612.101250
ros-jazzy-resource-retriever	3.4.4-1noble.20260604.172353
ros-jazzy-rmw	7.3.3-1noble.20260612.050446
ros-jazzy-rmw-dds-common	3.1.1-1noble.20260612.091532
ros-jazzy-rmw-fastrtps-cpp	8.4.4-1noble.20260612.092346
ros-jazzy-rmw-fastrtps-shared-cpp	8.4.4-1noble.20260612.091855
ros-jazzy-rmw-implementation	2.15.6-1noble.20260612.094512
ros-jazzy-rmw-implementation-cmake	7.3.3-1noble.20260305.221018
ros-jazzy-robot-localization	3.8.3-1noble.20260614.073224
ros-jazzy-robot-state-publisher	3.3.4-1noble.20260614.055403
ros-jazzy-ros-base	0.11.0-1noble.20260614.091815
ros-jazzy-ros-core	0.11.0-1noble.20260612.194005
ros-jazzy-ros-environment	4.2.1-1noble.20260225.120022
ros-jazzy-ros-gz-bridge	1.0.22-1noble.20260612.145221
ros-jazzy-ros-gz-image	1.0.22-1noble.20260614.051950
ros-jazzy-ros-gz-interfaces	1.0.22-1noble.20260612.091939
ros-jazzy-ros-gz-sim	1.0.22-1noble.20260614.054729
ros-jazzy-ros-workspace	1.0.3-7noble.20260224.192101
ros-jazzy-ros2action	0.32.10-1noble.20260612.162216
ros-jazzy-ros2bag	0.26.11-1noble.20260612.202425
ros-jazzy-ros2cli	0.32.10-1noble.20260612.161709
ros-jazzy-ros2cli-common-extensions	0.3.1-1noble.20260612.193901
ros-jazzy-ros2component	0.32.10-1noble.20260612.190231
ros-jazzy-ros2doctor	0.32.10-1noble.20260612.162257
ros-jazzy-ros2interface	0.32.10-1noble.20260612.162016
ros-jazzy-ros2launch	0.26.12-1noble.20260612.190450
ros-jazzy-ros2lifecycle	0.32.10-1noble.20260612.162505
ros-jazzy-ros2multicast	0.32.10-1noble.20260612.190105
ros-jazzy-ros2node	0.32.10-1noble.20260612.162347
ros-jazzy-ros2param	0.32.10-1noble.20260612.162446
ros-jazzy-ros2pkg	0.32.10-1noble.20260612.190052
ros-jazzy-ros2plugin	5.4.5-1noble.20260612.190441
ros-jazzy-ros2run	0.32.10-1noble.20260612.190902
ros-jazzy-ros2service	0.32.10-1noble.20260612.162300
ros-jazzy-ros2topic	0.32.10-1noble.20260612.162212
ros-jazzy-rosbag2	0.26.11-1noble.20260612.202546
ros-jazzy-rosbag2-compression	0.26.11-1noble.20260612.173908
ros-jazzy-rosbag2-compression-zstd	0.26.11-1noble.20260612.202148
ros-jazzy-rosbag2-cpp	0.26.11-1noble.20260612.123737
ros-jazzy-rosbag2-interfaces	0.26.11-1noble.20260612.053417
ros-jazzy-rosbag2-py	0.26.11-1noble.20260612.175053
ros-jazzy-rosbag2-storage	0.26.11-1noble.20260612.123349
ros-jazzy-rosbag2-storage-default-plugins	0.26.11-1noble.20260612.202209
ros-jazzy-rosbag2-storage-mcap	0.26.11-1noble.20260612.173921
ros-jazzy-rosbag2-storage-sqlite3	0.26.11-1noble.20260612.174102
ros-jazzy-rosbag2-transport	0.26.11-1noble.20260612.174257
ros-jazzy-rosgraph-msgs	2.0.4-1noble.20260612.091956
ros-jazzy-rosidl-adapter	4.6.9-1noble.20260612.045318
ros-jazzy-rosidl-cli	4.6.9-1noble.20260612.045056
ros-jazzy-rosidl-cmake	4.6.9-1noble.20260612.050232
ros-jazzy-rosidl-core-generators	0.2.1-1noble.20260612.051523
ros-jazzy-rosidl-core-runtime	0.2.1-1noble.20260612.051518
ros-jazzy-rosidl-default-generators	1.6.1-1noble.20260612.052930
ros-jazzy-rosidl-default-runtime	1.6.1-1noble.20260612.052928
ros-jazzy-rosidl-dynamic-typesupport	0.1.2-3noble.20260612.050219
ros-jazzy-rosidl-dynamic-typesupport-fastrtps	0.1.0-3noble.20260612.050502
ros-jazzy-rosidl-generator-c	4.6.9-1noble.20260612.050445
ros-jazzy-rosidl-generator-cpp	4.6.9-1noble.20260612.050559
ros-jazzy-rosidl-generator-py	0.22.2-1noble.20260612.051150
ros-jazzy-rosidl-generator-rs	0.4.12-1noble.20260612.051152
ros-jazzy-rosidl-generator-type-description	4.6.9-1noble.20260612.050054
ros-jazzy-rosidl-parser	4.6.9-1noble.20260612.045834
ros-jazzy-rosidl-pycommon	4.6.9-1noble.20260612.050023
ros-jazzy-rosidl-runtime-c	4.6.9-1noble.20260612.045845
ros-jazzy-rosidl-runtime-cpp	4.6.9-1noble.20260612.050208
ros-jazzy-rosidl-runtime-py	0.13.2-1noble.20260612.050023
ros-jazzy-rosidl-typesupport-c	3.2.3-1noble.20260612.050932
ros-jazzy-rosidl-typesupport-cpp	3.2.3-1noble.20260612.051258
ros-jazzy-rosidl-typesupport-fastrtps-c	3.6.4-1noble.20260612.051041
ros-jazzy-rosidl-typesupport-fastrtps-cpp	3.6.4-1noble.20260612.050817
ros-jazzy-rosidl-typesupport-interface	4.6.9-1noble.20260612.045115
ros-jazzy-rosidl-typesupport-introspection-c	4.6.9-1noble.20260612.050703
ros-jazzy-rosidl-typesupport-introspection-cpp	4.6.9-1noble.20260612.050922
ros-jazzy-rosx-introspection	2.3.0-1noble.20260612.130102
ros-jazzy-rplidar-ros	2.1.0-4noble.20260612.113022
ros-jazzy-rpyutils	0.4.2-1noble.20260305.205337
ros-jazzy-rsl	1.3.0-1noble.20260612.123547
ros-jazzy-rviz-assimp-vendor	14.1.22-1noble.20260608.082004
ros-jazzy-rviz-common	14.1.22-1noble.20260614.052326
ros-jazzy-rviz-default-plugins	14.1.22-1noble.20260614.100200
ros-jazzy-rviz-ogre-vendor	14.1.22-1noble.20260610.083936
ros-jazzy-rviz-rendering	14.1.22-1noble.20260611.094711
ros-jazzy-sdformat-urdf	1.0.2-1noble.20260604.183812
ros-jazzy-sdformat-vendor	0.0.11-1noble.20260604.182804
ros-jazzy-sdl2-vendor	3.3.0-3noble.20260305.221815
ros-jazzy-sensor-msgs	5.3.8-1noble.20260612.082718
ros-jazzy-sensor-msgs-py	5.3.8-1noble.20260612.091811
ros-jazzy-service-msgs	2.0.4-1noble.20260612.052205
ros-jazzy-shape-msgs	5.3.8-1noble.20260612.085104
ros-jazzy-simulation-interfaces	1.5.1-1noble.20260612.082730
ros-jazzy-slam-toolbox	2.8.5-1noble.20260614.104642
ros-jazzy-smclib	4.2.0-1noble.20260317.155426
ros-jazzy-spdlog-vendor	1.6.2-1noble.20260603.151440
ros-jazzy-sqlite3-vendor	0.26.11-1noble.20260604.090944
ros-jazzy-sros2	0.13.6-1noble.20260612.162423
ros-jazzy-sros2-cmake	0.13.6-1noble.20260612.190641
ros-jazzy-statistics-msgs	2.0.4-1noble.20260612.053420
ros-jazzy-std-msgs	5.3.8-1noble.20260612.053429
ros-jazzy-std-srvs	5.3.8-1noble.20260612.090547
ros-jazzy-stereo-msgs	5.3.8-1noble.20260612.084934
ros-jazzy-tcb-span	1.3.1-1noble.20260516.181230
ros-jazzy-teleop-twist-joy	2.6.5-1noble.20260612.112154
ros-jazzy-teleop-twist-keyboard	2.4.1-1noble.20260612.132037
ros-jazzy-tf2	0.36.21-1noble.20260612.080352
ros-jazzy-tf2-bullet	0.36.21-1noble.20260614.055818
ros-jazzy-tf2-eigen	0.36.21-1noble.20260614.055857
ros-jazzy-tf2-eigen-kdl	0.36.21-1noble.20260612.093812
ros-jazzy-tf2-geometry-msgs	0.36.21-1noble.20260614.055959
ros-jazzy-tf2-kdl	0.36.21-1noble.20260614.060020
ros-jazzy-tf2-msgs	0.36.21-1noble.20260612.082742
ros-jazzy-tf2-py	0.36.21-1noble.20260612.100533
ros-jazzy-tf2-ros	0.36.21-1noble.20260614.051508
ros-jazzy-tf2-ros-py	0.36.21-1noble.20260612.100802
ros-jazzy-tf2-sensor-msgs	0.36.21-1noble.20260614.060022
ros-jazzy-tf2-tools	0.36.21-1noble.20260612.154248
ros-jazzy-tinyxml2-vendor	0.9.2-1noble.20260305.223118
ros-jazzy-tl-expected	1.3.1-1noble.20260516.181318
ros-jazzy-tracetools	8.2.6-1noble.20260604.091022
ros-jazzy-trajectory-msgs	5.3.8-1noble.20260612.082940
ros-jazzy-type-description-interfaces	2.0.4-1noble.20260612.052559
ros-jazzy-uncrustify-vendor	3.0.1-1noble.20260305.223611
ros-jazzy-unique-identifier-msgs	2.5.1-1noble.20260612.051815
ros-jazzy-urdf	2.10.1-2noble.20260604.174740
ros-jazzy-urdf-parser-plugin	2.10.1-2noble.20260604.092949
ros-jazzy-urdfdom	4.0.2-1noble.20260604.093156
ros-jazzy-urdfdom-headers	1.1.3-1noble.20260604.092803
ros-jazzy-vision-msgs	4.1.1-3noble.20260612.085240
ros-jazzy-visualization-msgs	5.3.8-1noble.20260612.083755
ros-jazzy-xacro	2.1.1-1noble.20260519.011649
ros-jazzy-yaml-cpp-vendor	9.0.1-1noble.20260305.224129
ros-jazzy-zstd-vendor	0.26.11-1noble.20260604.092801
rpcsvc-proto	1.4.2-0ubuntu7
rpi-eeprom	28.14-0ubuntu0.24.04.1
rpi-eeprom-firmware	28.14-0ubuntu0.24.04.1
rsync	3.2.7-1ubuntu1.5
rsyslog	8.2312.0-3ubuntu9.3
ruby	1:3.2~ubuntu1
ruby-net-telnet	0.2.0-1
ruby-rubygems	3.4.20-1
ruby-sdbm:arm64	1.0.0-5build4
ruby-webrick	1.8.1-1ubuntu0.2
ruby-xmlrpc	0.3.2-2
ruby3.2	3.2.3-1ubuntu0.24.04.8
rubygems-integration	1.18
run-one	1.17-0ubuntu2
sbsigntool	0.9.4-3.1ubuntu7
screen	4.9.1-1ubuntu1
secureboot-db	1.9build1
sed	4.9-2ubuntu0.24.04.1
sensible-utils	0.0.22
session-migration	0.3.9build1
sg3-utils	1.46-3ubuntu4
sg3-utils-udev	1.46-3ubuntu4
sgml-base	1.31
shared-mime-info	2.4-4
snapd	2.76+ubuntu24.04.1
software-properties-common	0.99.49.4
sosreport	4.10.2-0ubuntu0~24.04.1
spirv-headers	1.6.1+1.4.309.0-1~ubuntu0.24.04.2
spirv-tools	2025.1~rc1-1~ubuntu0.24.04.2
squashfs-tools	1:4.6.1-1build1
ssh-import-id	5.11-0ubuntu2.24.04.1
strace	6.8-0ubuntu2
subversion	1.14.3-1build4
sudo	1.9.15p5-3ubuntu5.24.04.2
sysstat	12.6.1-2
systemd	255.4-1ubuntu8.17
systemd-dev	255.4-1ubuntu8.17
systemd-hwe-hwdb	255.1.7
systemd-resolved	255.4-1ubuntu8.17
systemd-sysv	255.4-1ubuntu8.17
systemd-timesyncd	255.4-1ubuntu8.17
sysvinit-utils	3.08-6ubuntu3
tar	1.35+dfsg-3ubuntu0.4
tcl	8.6.14build1
tcl8.6	8.6.14+dfsg-1build1
tcpdump	4.99.4-3ubuntu4.24.04.1
telnet	0.17+2.5-3ubuntu4.2
thin-provisioning-tools	0.9.0-2ubuntu5.1
time	1.9-0.2build1
tmux	3.4-1ubuntu0.1
tnftp	20230507-2build3
trace-cmd	3.2-1ubuntu2
tzdata	2026c-0ubuntu0.24.04.1
tzdata-legacy	2026c-0ubuntu0.24.04.1
u-boot-tools	2025.10-0ubuntu0.24.04.2
ubuntu-keyring	2023.11.28.1
ubuntu-minimal	1.539.2
ubuntu-mono	24.04-0ubuntu1
ubuntu-pro-client	37.2ubuntu~24.04.1
ubuntu-pro-client-l10n	37.2ubuntu~24.04.1
ubuntu-raspi-settings	24.04.4
ubuntu-raspi-settings-server	24.04.4
ubuntu-release-upgrader-core	1:24.04.28
ubuntu-server	1.539.2
ubuntu-server-raspi	1.539.2
ubuntu-standard	1.539.2
ucf	3.0043+nmu1
udev	255.4-1ubuntu8.17
udisks2	2.10.1-6ubuntu1.3
ufw	0.36.2-6
unattended-upgrades	2.9.1+nmu4ubuntu1
uncrustify	0.78.1+dfsg1-1
unixodbc-common	2.3.12-1ubuntu0.24.04.1
unixodbc-dev:arm64	2.3.12-1ubuntu0.24.04.1
unzip	6.0-28ubuntu4.1
update-manager-core	1:24.04.12
update-notifier-common	3.192.68.2
usb-modeswitch	2.6.1-3ubuntu3
usb-modeswitch-data	20191128-6
usb.ids	2024.03.18-1
usbutils	1:017-3build1
util-linux	2.39.3-9ubuntu6.5
uuid-dev:arm64	2.39.3-9ubuntu6.5
uuid-runtime	2.39.3-9ubuntu6.5
va-driver-all:arm64	2.20.0-2ubuntu0.2
vdpau-driver-all:arm64	1.5-2build1
vim	2:9.1.0016-1ubuntu7.19
vim-common	2:9.1.0016-1ubuntu7.19
vim-runtime	2:9.1.0016-1ubuntu7.19
vim-tiny	2:9.1.0016-1ubuntu7.19
wget	1.21.4-1ubuntu4.5
whiptail	0.52.24-2ubuntu2
wireless-regdb	2026.02.04-0ubuntu1~24.04.1
wpasupplicant	2:2.10-21ubuntu0.4
x11-common	1:7.7+23ubuntu3
x11proto-dev	2023.2-1
xauth	1:1.1.2-1build1
xdg-user-dirs	0.18-1build1
xfonts-encodings	1:1.0.5-0ubuntu2
xfonts-utils	1:7.7+6build3
xfsprogs	6.6.0-1ubuntu2.1
xkb-data	2.41-2ubuntu1.1
xml-core	0.19
xorg-sgml-doctools	1:1.11-1.1
xtl-dev	0.7.5-3
xtrans-dev	1.4.0-1
xxd	2:9.1.0016-1ubuntu7.19
xz-utils	5.6.1+really5.4.5-1ubuntu0.3
zerofree	1.1.1-1build5
zip	3.0-13ubuntu0.2
zlib1g:arm64	1:1.3.dfsg-3.1ubuntu2.1
zlib1g-dev:arm64	1:1.3.dfsg-3.1ubuntu2.1
zstd	1.5.5+dfsg2-2build1.1
